COD2i_raw,DO_raw,interaction_shap_value
1579.0,6.4,-0.47894835
5509.0,4.1,-0.75040317
405.0,8.7,0.3221568
1868.0,9.0,-1.4503821
1035.0,3.9,0.39001197
2531.0,3.8,-0.4964739
339.0,4.9,0.1577313
423.0,11.13,-0.73588705
321.0,6.4,0.16299324
1533.0,1.0,0.5006816
1547.0,5.4,-1.1167991
355.0,3.4,0.18034387
420.0,2.5,-0.1530304
1355.0,0.0,-0.0715971
2474.0,7.5,-1.2137942
2252.0,4.7,-0.22437453
305.0,9.25,0.21471268
385.0,7.4,0.20434189
2656.0,7.7,-2.1044579
356.0,6.3,0.20636559
510.0,9.75,0.15380844
2513.0,3.8,-0.07833296
364.0,2.8,-0.17064667
438.0,9.18,0.27247423
2651.0,6.3,-0.53474605
470.0,6.7,0.3965832
407.0,12.65,-0.4606979
1465.0,5.0,-0.44466418
352.0,1.4,-0.17484629
351.0,9.1,0.2510773
1220.0,2.0,0.12178099
550.0,10.38,-0.42114067
1289.0,6.7,0.1943737
504.0,6.6,0.22801208
1654.0,5.5,-0.8078973
2655.0,4.3,-0.422324
559.0,10.4,-0.29740405
515.0,6.4,0.30725008
169.0,0.4,-0.35252362
2789.0,1.5,0.7540841
526.0,4.2,0.3138585
385.0,7.0,0.35372728
1362.0,0.8,0.11682677
407.0,10.8,-0.48426533
510.0,10.4,-0.5596652
2312.0,4.4,-0.51688266
344.0,4.2,0.12175441
380.0,4.9,0.14871824
1423.0,8.8,-0.11092377
506.0,4.8,0.20781308
1893.0,2.5,0.30846906
2931.0,4.6,0.005214393
345.0,8.0,0.016174674
3289.0,2.7,0.3664049
431.0,4.9,0.16500008
1421.0,4.1,-0.35415912
982.0,5.76,0.41928554
1562.0,7.2,-0.40885878
382.0,3.5,0.082271695
315.0,4.0,0.10911393
473.0,8.3,0.33004683
421.0,5.3,0.18178785
490.0,5.0,0.32020628
1315.0,5.5,0.4804275
400.0,10.8,-0.48426485
436.0,1.7,-0.1241374
2976.0,5.3,-0.5844796
3151.0,3.4,0.36369866
308.0,7.1,0.31781465
1255.0,2.5,0.108336926
326.0,6.8,0.13088529
440.0,7.2,0.049351335
389.0,5.6,0.23194323
490.0,11.06,-0.9126334
2568.0,4.7,0.0052144527
3653.0,3.8,-0.6996503
