time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2021/7/11,376,371.3017843,-4.698215745,4.698215745,train
2021/7/12,387,377.4960737,-9.503926271,9.503926271,train
2021/7/13,354,364.4854798,10.48547982,10.48547982,train
2021/7/14,365,360.3184826,-4.681517441,4.681517441,train
2021/7/15,354,368.2645577,14.26455767,14.26455767,train
2021/7/16,355,365.6519809,10.6519809,10.6519809,train
2021/7/17,324,360.6473317,36.64733171,36.64733171,train
2021/7/18,378,363.5517146,-14.44828538,14.44828538,train
2021/7/19,351,361.9839409,10.98394092,10.98394092,train
2021/7/20,499,414.9301655,-84.0698345,84.0698345,train
2021/7/21,478,480.4616426,2.461642639,2.461642639,train
2021/7/22,493,484.1349371,-8.865062875,8.865062875,train
2021/7/23,469,472.6345043,3.634504286,3.634504286,train
2021/7/24,426,437.0974257,11.09742567,11.09742567,train
2021/7/25,440,436.1397699,-3.860230051,3.860230051,train
2021/7/26,466,462.0893187,-3.910681292,3.910681292,train
2021/7/27,454,456.7974739,2.797473893,2.797473893,train
2021/7/28,505,484.9141526,-20.08584738,20.08584738,train
2021/7/29,525,511.3131263,-13.68687374,13.68687374,train
2021/7/30,510,511.2252722,1.225272177,1.225272177,train
2021/7/31,486,494.5029365,8.502936501,8.502936501,train
2021/8/1,475,475.2363448,0.236344845,0.236344845,train
2021/8/2,484,478.316492,-5.683507986,5.683507986,train
2021/8/3,460,469.1009469,9.100946928,9.100946928,train
2021/8/4,520,518.8138355,-1.186164505,1.186164505,train
2021/8/5,516,511.1194836,-4.880516428,4.880516428,train
2021/8/6,507,511.686449,4.686448999,4.686448999,train
2021/8/7,496,501.1278756,5.127875612,5.127875612,train
2021/8/8,485,483.344498,-1.655502005,1.655502005,train
2021/8/9,453,457.3369701,4.336970072,4.336970072,train
2021/8/10,441,445.785628,4.785628031,4.785628031,train
2021/8/11,457,456.1868616,-0.813138369,0.813138369,train
2021/8/12,460,457.2033591,-2.796640879,2.796640879,train
2021/8/13,550,527.0981577,-22.90184227,22.90184227,train
2021/8/14,621,595.8187103,-25.18128968,25.18128968,train
2021/8/15,586,578.1130608,-7.886939153,7.886939153,train
2021/8/16,549,566.5178633,17.51786334,17.51786334,train
2021/8/17,535,547.1120298,12.1120298,12.1120298,train
2021/8/18,521,515.0719759,-5.928024092,5.928024092,train
2021/8/19,505,506.3077232,1.307723216,1.307723216,train
2021/8/20,499,499.031301,0.031300979,0.031300979,train
2021/8/21,485,490.224542,5.224542013,5.224542013,train
2021/8/22,520,494.2603179,-25.73968208,25.73968208,train
2021/8/23,516,512.1841102,-3.815889776,3.815889776,train
2021/8/24,507,507.8686789,0.86867886,0.86867886,train
2021/8/25,496,497.4884,1.488400048,1.488400048,train
2021/8/26,485,484.2305174,-0.769482618,0.769482618,train
2021/8/27,453,463.742639,10.74263899,10.74263899,train
2021/8/28,441,445.4907177,4.490717685,4.490717685,train
2021/8/29,457,457.2256162,0.22561621,0.22561621,train
2021/8/30,359,414.1760975,55.17609751,55.17609751,train
2021/8/31,346,353.4161815,7.416181467,7.416181467,train
2021/9/1,355,355.4081658,0.408165846,0.408165846,train
2021/9/2,364,359.2244042,-4.775595783,4.775595783,train
2021/9/3,340,353.8354597,13.83545966,13.83545966,train
2021/9/4,347,353.4682587,6.468258703,6.468258703,train
2021/9/5,350,357.0985119,7.098511898,7.098511898,train
2021/9/6,387,375.5669694,-11.43303065,11.43303065,train
2021/9/7,375,371.1089256,-3.891074419,3.891074419,train
2021/9/8,367,371.2953594,4.295359364,4.295359364,train
2021/9/9,351,354.1288151,3.128815081,3.128815081,train
2021/9/10,361,354.7905719,-6.209428111,6.209428111,train
2021/9/11,354,352.6688074,-1.331192628,1.331192628,train
2021/9/12,345,351.5174399,6.517439946,6.517439946,train
2021/9/13,353,352.1455211,-0.854478899,0.854478899,train
2021/9/14,345,353.1815761,8.181576116,8.181576116,train
2021/9/15,366,358.6557188,-7.344281227,7.344281227,train
2021/9/16,352,354.9392175,2.93921749,2.93921749,train
2021/9/17,341,352.3599646,11.3599646,11.3599646,train
2021/9/18,351,367.0609973,16.06099729,16.06099729,train
2021/9/19,521,437.9509366,-83.04906341,83.04906341,train
2021/9/20,505,503.1059414,-1.894058555,1.894058555,train
2021/9/21,499,499.0485022,0.048502185,0.048502185,train
2021/9/22,485,483.8089952,-1.191004785,1.191004785,train
2021/9/23,520,490.5607725,-29.43922754,29.43922754,train
2021/9/24,516,512.2642172,-3.735782808,3.735782808,train
2021/9/25,507,507.0311603,0.031160313,0.031160313,train
2021/9/26,496,499.244747,3.244746985,3.244746985,train
2021/9/27,485,482.9547045,-2.045295533,2.045295533,train
2021/9/28,453,466.5310924,13.53109239,13.53109239,train
2021/9/29,441,441.7728146,0.772814618,0.772814618,train
2021/9/30,457,452.9324465,-4.067553489,4.067553489,train
2021/10/1,359,414.4337187,55.43371867,55.43371867,train
2021/10/2,346,351.9167698,5.916769773,5.916769773,train
2021/10/3,355,357.0179462,2.017946236,2.017946236,train
2021/10/4,364,360.7128145,-3.287185476,3.287185476,train
2021/10/5,340,352.1032629,12.10326288,12.10326288,train
2021/10/6,347,353.1992329,6.199232887,6.199232887,train
2021/10/7,350,354.157181,4.157181008,4.157181008,train
2021/10/8,376,379.0068858,3.006885758,3.006885758,train
